#{"t_start": 1588326508.1600094, "env_id": "MiniGrid-DistShift1-v0"}
r,l,t
0,252,2418.867306
0,252,2419.379873
0,252,2420.067974
0,252,2420.573041
0,252,2421.086201
0,252,2421.602574
0,252,2422.295978
0,252,2422.814631
0,252,2423.316956
0,252,2423.843247
0,252,2424.508168
0,252,2425.011053
0,252,2425.522832
0,252,2426.042219
0,252,2426.713353
0,252,2427.241159
0,252,2427.755057
0,252,2428.263883
0,252,2428.971251
0,252,2429.484776
0,252,2429.991077
0,252,2430.505147
0,252,2431.193224
0,252,2431.707601
0,252,2432.209063
0,252,2432.709028
0,252,2433.384423
0,252,2433.901919
0,252,2434.411672
0,252,2434.923985
0,252,2435.623478
0,252,2436.131047
0,252,2436.641014
0,252,2437.15704
0,252,2437.844115
0,252,2438.354523
0,252,2438.871008
0,252,2439.380538
0,252,2440.057333
0,252,2440.575231
0,252,2441.087748
0,252,2441.602023
0,252,2442.318403
0,252,2442.842006
0,252,2443.345957
0,252,2443.861048
0,252,2444.53507
0,252,2445.042957
0,252,2445.550366
0,252,2446.062148
0,252,2446.740971
0,252,2447.25301
0,91,2447.432956
0,252,2447.946064
0,252,2448.460814
0,252,2449.16121
0,252,2449.675592
0,252,2450.188315
0,236,2450.668183
0,252,2451.32996
0,252,2451.84673
0,252,2452.361033
0,252,2452.886774
0,252,2453.554458
0,252,2454.065734
0,252,2454.575149
0,252,2455.109061
0,252,2455.81461
0,252,2456.327731
0,252,2456.84405
0,252,2457.355288
0,252,2458.03577
0,252,2458.54456
0,252,2459.056903
0,252,2459.568939
0,252,2460.23667
0,252,2460.750157
0,252,2461.262561
0,252,2461.768929
0,252,2462.458047
0,252,2462.974934
0,252,2463.48486
0,252,2463.997294
0,252,2464.496735
0,252,2465.175635
0,252,2465.696713
0,252,2466.215732
0,252,2466.721989
0,252,2467.389152
0,252,2467.907075
0,252,2468.404399
0,252,2468.913707
0,252,2469.634116
0,252,2470.142385
0,252,2470.653215
0,252,2471.171366
0,252,2471.831338
0,252,2472.351211
0,252,2472.84963
0,252,2473.360951
0,252,2474.033803
0,252,2474.538684
0,252,2475.044969
0,252,2475.552833
0,252,2476.249843
0,252,2476.758952
0,252,2477.271737
0,252,2477.780155
0,252,2478.449977
0,252,2478.96954
0,252,2479.478664
0,252,2479.981302
0,252,2480.650071
0,252,2481.164729
0,252,2481.669576
0,252,2482.183148
0,252,2482.890391
0,252,2483.40158
0,252,2483.909961
0,252,2484.415224
0,252,2485.094893
0,252,2485.602927
0,252,2486.098128
0,252,2486.614409
0,252,2487.295005
0,252,2487.815967
0,252,2488.322003
0,252,2488.832924
0,252,2489.521062
0,252,2490.024718
0,252,2490.534686
0,252,2491.037348
0,252,2491.717767
0,252,2492.230184
0,252,2492.738688
0,252,2493.261374
0,252,2493.939754
0,252,2494.444335
0,9,2494.462462
0,252,2494.973962
0,146,2495.267926
0,252,2495.771806
0,252,2496.48034
0,252,2496.988737
0,252,2497.491602
0,252,2498.008128
0,252,2498.674861
0,252,2499.172248
0,252,2499.682821
0,252,2500.189664
0,252,2500.866872
0,252,2501.374146
0,252,2501.876279
0,252,2502.384905
0,252,2503.097016
0,252,2503.604849
0,252,2504.114877
0,252,2504.617033
0,252,2505.298872
0,252,2505.794502
0,252,2506.302493
0,252,2506.805661
0,252,2507.492704
0,252,2508.002883
0,252,2508.501846
0,252,2509.002576
0,252,2509.723864
0,252,2510.224826
0,244,2510.708617
0,104,2510.915037
0,252,2511.407533
0,252,2512.075125
0,252,2512.578919
0,252,2513.08277
0,252,2513.575449
0,183,2514.10226
0,252,2514.596479
0,252,2515.112135
0,252,2515.603168
0,252,2516.290694
0,252,2516.800801
0,252,2517.307297
0,252,2517.809362
0,252,2518.487453
0,252,2518.988855
0,252,2519.499657
0,252,2520.001351
0,252,2520.682475
0,252,2521.174449
0,252,2521.676991
0,252,2522.185135
0,252,2522.892723
0,252,2523.398918
0,252,2523.896652
0,252,2524.39197
0,252,2525.061878
0,252,2525.560921
0,252,2526.072051
0,252,2526.566653
0,252,2527.07535
0,252,2527.75455
0,252,2528.261589
0,252,2528.752517
0,252,2529.256501
0,252,2529.951715
0,252,2530.456669
0,252,2530.961786
0,252,2531.463395
0,252,2532.125289
0,252,2532.620551
0,252,2533.105057
0,252,2533.610012
0,252,2534.280094
0,252,2534.78335
0,252,2535.286344
0,252,2535.794746
0,252,2536.489481
0,252,2536.995635
0,252,2537.492378
0,252,2537.999187
0,252,2538.665677
0,252,2539.165209
0,252,2539.662008
0,252,2540.174738
0,252,2540.841123
0,252,2541.340275
0,252,2541.830691
0,252,2542.335111
0,252,2543.018294
0,252,2543.525631
0,252,2544.029101
0,252,2544.532066
0,132,2544.793131
0,252,2545.464654
0,252,2545.964412
0,252,2546.470526
0,252,2546.978069
0,252,2547.635515
0,252,2548.145474
0,252,2548.653161
0,252,2549.157158
0,252,2549.865104
0,252,2550.363801
0,252,2550.87715
0,252,2551.374892
0,138,2551.811615
0,252,2552.316507
0,252,2552.827867
0,147,2553.122427
0,252,2553.625371
0,252,2554.298871
0,252,2554.805717
0,252,2555.299575
0,252,2555.796502
0,252,2556.480716
0,252,2556.974326
0,252,2557.480118
0,252,2557.985404
0,252,2558.665494
0,252,2559.162032
0,252,2559.656482
0,252,2560.156398
0,252,2560.823685
0,252,2561.322423
0,252,2561.82617
0,252,2562.318743
0,252,2563.0324
0,252,2563.538557
0,252,2564.048561
0,252,2564.552396
0,252,2565.219492
0,252,2565.722944
0,252,2566.235709
0,252,2566.729223
0,252,2567.396854
0,252,2567.888227
0,252,2568.40305
0,252,2568.894671
0,252,2569.579779
0,252,2570.073646
0,252,2570.579043
0,252,2571.068051
0,252,2571.741881
0,252,2572.242032
0,252,2572.737818
0,252,2573.242055
0,252,2573.920599
0,252,2574.417758
0,252,2574.920704
0,252,2575.429672
0,252,2576.127567
0,252,2576.618262
0,252,2577.114797
0,252,2577.610707
0,252,2578.27484
0,252,2578.772042
0,252,2579.263698
0,252,2579.757849
0,252,2580.407496
0,252,2580.906856
0,252,2581.400025
0,252,2581.902505
0,252,2582.591884
0,252,2583.100273
0,252,2583.60336
0,252,2584.106491
0,252,2584.60844
0,252,2585.270891
0,252,2585.765075
0,252,2586.270534
0,252,2586.769774
0,252,2587.428415
0,252,2587.915407
0,252,2588.425005
0,252,2588.934803
0,252,2589.639734
0,252,2590.132324
0,252,2590.632039
0,252,2591.123998
0,252,2591.802535
0,252,2592.300804
0,252,2592.794796
0,252,2593.29133
0,252,2593.952256
0,252,2594.442727
0,252,2594.942507
0,125,2595.186723
0,252,2595.867611
0,252,2596.371137
0,252,2596.870592
0,252,2597.385715
0,252,2598.051111
0,252,2598.557004
0,252,2599.049621
0,252,2599.547043
0,252,2600.036374
0,252,2600.71412
0,252,2601.201536
0,252,2601.707438
0,252,2602.201173
0,252,2602.905433
0,252,2603.401434
0,252,2603.909538
0,252,2604.4001
0,252,2605.075111
0,252,2605.574734
0,252,2606.079033
0,252,2606.572737
0,252,2607.24705
0,252,2607.741604
0,252,2608.244831
0,252,2608.737511
0,252,2609.429407
0,252,2609.933566
0,252,2610.432025
0,252,2610.931668
0,252,2611.611654
0,252,2612.11844
0,252,2612.619003
0,252,2613.1212
0,252,2613.775181
0,252,2614.276429
0,252,2614.767935
0,252,2615.269923
0,252,2615.966853
0,252,2616.47141
0,252,2616.978195
0,252,2617.484295
0,252,2618.151576
0,252,2618.666689
0,252,2619.162854
0,252,2619.664103
0,252,2620.330296
0,252,2620.833354
0,252,2621.330682
0,252,2621.835463
0,252,2622.522923
0,252,2623.01428
0,252,2623.520155
0,252,2624.026919
0,252,2624.697086
0,252,2625.194304
0,252,2625.692022
0,252,2626.204537
0,252,2626.859735
0,252,2627.367373
0,252,2627.867482
0,252,2628.37403
0,252,2629.074008
0,252,2629.583606
0,252,2630.086087
0,252,2630.589359
0,252,2631.259131
0,252,2631.761806
0,252,2632.258175
0,252,2632.765167
0,252,2633.413347
0,252,2633.913833
0,252,2634.417109
0,252,2634.915696
0,252,2635.433072
0,252,2636.117637
0,252,2636.621213
0,252,2637.123801
0,252,2637.62706
0,252,2638.299421
0,252,2638.800251
0,252,2639.296786
0,252,2639.790775
0,252,2640.454636
0,252,2640.958748
0,252,2641.467727
0,252,2641.958244
0,252,2642.654898
0,252,2643.150772
0,252,2643.661651
0,252,2644.163828
0,252,2644.82531
0,252,2645.330535
0,252,2645.838582
0,252,2646.357085
0,252,2647.01745
0,252,2647.524965
0,252,2648.039265
0,252,2648.533354
0,252,2649.229943
0,252,2649.731265
0,252,2650.23319
0,252,2650.739308
0,252,2651.411608
0,252,2651.915289
0,252,2652.427572
0,252,2652.930657
0,252,2653.604867
0,252,2654.114147
0,252,2654.621857
0,252,2655.123362
0,252,2655.843548
0,252,2656.35244
0,252,2656.858643
0,252,2657.361211
0,252,2658.033596
0,252,2658.533375
0,252,2659.041395
0,252,2659.539546
0,252,2660.203477
0,252,2660.715633
0,252,2661.233519
0,252,2661.742156
0,252,2662.437241
0,252,2662.938671
0,252,2663.442582
0,252,2663.960285
0,252,2664.634727
0,252,2665.139343
0,252,2665.63637
0,252,2666.141725
0,252,2666.829518
0,252,2667.29942
0,252,2667.796738
0,252,2668.288822
0,252,2668.992846
0,252,2669.487215
0,252,2669.992365
0,252,2670.473054
0,252,2670.973649
0,252,2671.610604
0,252,2672.101351
0,252,2672.59415
0,252,2673.080756
0,252,2673.732927
0,252,2674.231533
0,252,2674.725647
0,252,2675.217597
0,252,2675.891359
0,252,2676.395508
0,252,2676.887553
0,252,2677.395976
0,252,2678.072528
0,252,2678.576179
0,252,2679.065549
0,252,2679.578665
0,252,2680.246289
0,252,2680.743891
0,252,2681.253432
0,252,2681.745445
0,252,2682.456435
0,252,2682.960581
0,252,2683.477569
0,252,2683.988677
0,252,2684.660412
0,252,2685.160553
0,252,2685.666899
0,252,2686.168626
0,252,2686.830021
0,252,2687.333299
0,252,2687.836232
0,252,2688.339705
0,252,2689.043243
0,252,2689.543021
0,252,2690.052017
0,252,2690.542996
0,252,2691.206235
0,252,2691.684834
0,252,2692.18926
0,252,2692.691441
0,252,2693.350196
0,252,2693.844448
0,252,2694.343727
0,252,2694.846145
0,252,2695.558279
0,252,2696.065341
0,252,2696.566722
0,252,2697.04796
0,252,2697.70738
0,252,2698.214897
0,252,2698.733152
0,252,2699.245354
0,252,2699.917158
0,252,2700.417876
0,252,2700.931126
0,252,2701.4432
0,252,2702.148739
0,252,2702.664633
0,252,2703.172229
0,79,2703.332518
0,252,2703.842418
0,252,2704.518458
0,252,2705.015906
0,252,2705.525463
0,252,2706.03593
0,252,2706.719201
0,252,2707.223897
0,252,2707.732456
0,252,2708.247486
0,252,2708.962203
0,252,2709.470136
0,252,2709.975323
0,252,2710.477052
0,252,2711.154592
0,252,2711.664809
0,252,2712.172074
0,252,2712.668679
0,252,2713.358804
0,252,2713.853215
0,252,2714.363489
0,252,2714.865576
0,252,2715.57327
0,252,2716.080491
0,252,2716.592991
0,252,2717.098924
0,252,2717.60966
0,252,2718.298838
0,252,2718.807778
0,252,2719.311256
0,252,2719.815939
0,252,2720.466237
0,252,2720.979934
0,252,2721.489087
0,252,2722.000891
0,252,2722.711252
0,252,2723.218015
0,252,2723.729948
0,252,2724.249972
0,252,2724.941804
0,252,2725.454621
0,252,2725.972544
0,252,2726.47599
0,252,2727.146349
0,252,2727.649416
0,252,2728.156641
0,252,2728.664585
0,252,2729.371594
0,252,2729.887866
0,252,2730.410337
0,252,2730.919593
0,252,2731.600885
0,252,2732.10313
0,252,2732.621948
0,252,2733.130835
0,252,2733.795491
0,252,2734.311328
0,252,2734.832949
0,252,2735.348423
0,252,2736.071836
0,252,2736.573565
0,252,2737.09243
0,252,2737.601604
0,252,2738.285402
0,252,2738.798481
0,252,2739.309277
0,252,2739.821738
0,252,2740.493651
0,252,2741.002809
0,252,2741.521636
0,252,2742.027528
0,252,2742.733191
0,252,2743.248864
0,252,2743.758623
0,252,2744.257669
0,252,2744.957842
0,252,2745.451144
0,252,2745.959698
0,252,2746.467391
0,252,2747.146048
0,252,2747.659171
0,252,2748.171906
0,252,2748.689533
0,252,2749.402059
0,252,2749.92049
0,252,2750.435787
0,252,2750.94584
0,252,2751.46573
0,252,2752.13742
0,252,2752.653466
0,252,2753.151547
0,252,2753.658252
0,252,2754.326954
0,252,2754.850446
0,252,2755.360579
0,252,2755.881813
0,252,2756.577494
0,252,2757.089094
0,252,2757.598609
0,252,2758.115271
0,252,2758.777293
0,252,2759.285766
0,252,2759.794159
0,252,2760.302144
0,252,2760.986453
0,252,2761.493664
0,252,2761.999772
0,252,2762.509121
0,252,2763.216048
0,252,2763.733477
0,252,2764.248287
0,252,2764.76723
0,252,2765.451796
0,252,2765.962718
0,252,2766.461564
0,252,2766.96741
0,252,2767.634995
0,252,2768.144275
0,252,2768.6622
0,252,2769.165599
0,252,2769.865443
0,252,2770.382406
0,252,2770.88479
0,252,2771.394861
0,252,2772.077122
0,252,2772.584207
0,252,2773.094371
0,252,2773.604043
0,252,2774.274424
0,252,2774.787239
0,252,2775.294058
0,252,2775.807848
0,252,2776.523589
0,252,2777.024432
0,252,2777.536823
0,252,2778.05666
0,252,2778.728807
0,252,2779.231489
0,252,2779.739499
0,252,2780.256124
0,252,2780.929849
0,252,2781.441928
0,252,2781.946055
0,252,2782.455776
0,252,2783.149439
0,252,2783.657666
0,252,2784.166639
0,252,2784.671999
0,252,2785.337857
0,252,2785.856471
0,252,2786.364888
0,252,2786.876129
0,252,2787.381034
0,252,2788.065691
0,252,2788.580781
0,252,2789.098071
0,252,2789.603593
0,252,2790.326881
0,252,2790.833805
0,252,2791.34438
0,252,2791.853654
0,252,2792.524518
0,252,2793.033999
0,252,2793.539672
0,252,2794.051872
0,252,2794.724817
0,252,2795.233687
0,252,2795.75171
0,252,2796.269502
0,252,2796.975034
0,252,2797.49466
0,252,2798.013057
0,252,2798.530253
0,252,2799.201258
0,252,2799.702098
0,252,2800.21319
0,252,2800.721296
0,252,2801.393624
0,252,2801.902666
0,252,2802.38699
0,252,2802.898846
0,252,2803.613351
0,252,2804.129307
0,252,2804.63219
0,252,2805.147381
0,252,2805.809238
0,252,2806.322695
0,252,2806.832211
0,252,2807.331493
0,252,2808.007233
0,252,2808.5191
0,252,2809.021288
0,252,2809.487449
0,252,2810.183605
0,252,2810.68994
0,252,2811.189584
0,252,2811.692444
0,252,2812.376044
0,252,2812.874247
0,252,2813.378532
0,252,2813.881266
0,252,2814.553051
0,252,2815.064367
0,252,2815.569371
0,252,2816.063551
0,252,2816.762443
0,252,2817.244169
0,252,2817.741213
0,252,2818.23527
0,252,2818.881941
0,252,2819.380039
0,252,2819.856795
0,252,2820.375668
0,252,2821.026272
0,252,2821.510071
0,252,2821.987089
0,252,2822.477995
0,252,2822.960161
0,252,2823.653321
0,252,2824.160324
0,252,2824.670399
0,252,2825.156217
0,252,2825.801484
0,252,2826.275481
0,252,2826.758039
0,252,2827.237858
0,252,2827.882921
0,252,2828.366916
0,252,2828.844993
0,252,2829.33279
0,252,2830.015104
0,252,2830.514472
0,252,2830.998364
0,252,2831.472422
0,252,2832.119848
0,252,2832.592992
0,252,2833.08076
0,252,2833.561898
0,252,2834.21862
0,252,2834.697224
0,252,2835.179421
0,252,2835.649087
0,252,2836.356921
0,252,2836.828893
0,252,2837.301206
0,252,2837.763557
0,252,2838.406749
0,252,2838.878879
0,252,2839.359463
0,252,2839.836622
0,252,2840.486907
0,252,2840.961763
0,252,2841.446452
0,252,2841.925005
0,252,2842.606874
0,252,2843.077588
0,252,2843.55545
0,252,2844.032995
0,252,2844.677289
0,252,2845.149229
0,252,2845.630492
0,252,2846.103959
0,252,2846.785498
0,252,2847.261624
0,252,2847.744649
0,252,2848.230604
0,252,2848.905939
0,252,2849.394227
0,252,2849.866011
0,252,2850.342387
0,252,2850.981066
0,252,2851.459378
0,252,2851.945396
0,252,2852.419341
0,252,2853.063373
0,252,2853.544357
0,252,2854.030763
0,252,2854.532043
0,252,2855.238668
0,252,2855.716718
0,252,2856.204484
0,252,2856.676222
0,252,2857.159089
0,252,2857.787566
0,252,2858.274347
0,252,2858.745782
0,252,2859.22401
0,252,2859.867561
0,252,2860.349391
0,252,2860.824111
0,252,2861.305084
0,252,2861.962421
0,252,2862.436414
0,252,2862.925536
0,252,2863.40855
0,252,2864.103501
0,252,2864.576277
0,252,2865.040961
0,252,2865.539921
0,252,2866.183762
0,252,2866.66087
0,252,2867.138815
0,252,2867.642115
0,252,2868.324987
0,252,2868.797403
0,252,2869.279414
0,252,2869.757378
0,252,2870.411935
0,252,2870.88174
0,252,2871.377852
0,252,2871.863613
0,252,2872.497693
0,252,2872.993628
0,252,2873.502911
0,252,2873.9864
0,252,2874.670544
0,252,2875.177346
0,252,2875.680385
0,252,2876.189352
0,252,2876.864866
0,252,2877.361954
0,252,2877.88222
0,252,2878.388372
0,252,2879.066615
0,252,2879.571729
0,252,2880.076408
0,252,2880.58983
0,252,2881.321892
0,252,2881.832333
0,252,2882.348777
0,252,2882.854769
0,252,2883.541495
0,252,2884.054187
0,252,2884.569641
0,252,2885.083632
0,252,2885.795271
0,252,2886.309493
0,252,2886.818244
0,252,2887.323097
0,252,2888.012471
0,252,2888.523789
0,252,2889.037158
0,252,2889.549463
0,252,2890.060617
0,252,2890.743051
0,252,2891.251949
0,252,2891.76449
0,252,2892.281025
0,252,2892.966102
0,252,2893.486618
0,252,2893.992112
0,252,2894.50482
0,252,2895.211838
0,252,2895.726445
0,252,2896.243486
0,252,2896.759403
0,252,2897.43536
0,252,2897.942203
0,252,2898.444257
0,252,2898.950517
0,252,2899.612776
0,252,2900.124084
0,252,2900.6355
0,252,2901.143183
0,252,2901.839294
0,252,2902.347035
0,252,2902.853985
0,252,2903.367332
0,252,2904.039635
0,252,2904.553721
0,252,2905.071634
0,252,2905.58776
0,252,2906.261855
0,252,2906.773101
0,252,2907.279951
0,252,2907.793433
0,252,2908.517824
0,252,2909.028433
0,252,2909.542404
0,252,2910.059103
0,252,2910.737349
0,252,2911.256029
0,252,2911.764565
0,252,2912.274755
0,252,2912.958151
0,252,2913.468862
0,252,2913.98223
0,252,2914.506866
0,252,2915.212264
0,252,2915.730663
0,252,2916.236892
0,252,2916.751072
0,252,2917.421046
0,252,2917.936722
0,252,2918.446919
0,252,2918.967769
0,252,2919.64288
0,252,2920.156578
0,252,2920.664738
0,252,2921.174814
0,252,2921.891565
0,79,2922.055489
0,252,2922.56428
0,252,2923.078376
0,252,2923.588447
0,252,2924.268948
0,252,2924.773844
0,252,2925.30349
0,252,2925.827872
0,252,2926.499721
0,252,2927.009057
0,252,2927.527805
0,252,2928.031371
0,252,2928.730273
0,252,2929.242897
0,252,2929.756557
0,252,2930.265517
0,252,2930.946644
0,252,2931.469164
0,252,2931.992202
0,252,2932.505808
0,252,2933.176444
0,252,2933.687972
0,252,2934.189797
0,252,2934.695379
0,252,2935.40771
0,252,2935.918625
0,252,2936.428113
0,252,2936.944106
0,252,2937.459557
0,252,2938.150176
0,252,2938.669061
0,252,2939.170881
0,252,2939.681421
0,252,2940.359344
0,252,2940.881103
0,252,2941.387479
0,252,2941.902083
0,252,2942.619291
0,252,2943.147041
0,252,2943.655159
0,252,2944.169641
0,252,2944.84193
0,252,2945.354743
0,252,2945.868752
0,252,2946.37468
0,252,2947.050128
0,252,2947.560358
0,252,2948.07662
0,252,2948.587413
0,252,2949.30279
0,252,2949.810722
0,252,2950.313471
0,252,2950.836113
0,252,2951.511021
0,252,2952.024663
0,252,2952.532256
0,252,2953.044002
0,252,2953.725282
0,252,2954.230322
0,252,2954.739482
0,252,2955.2591
0,252,2955.957728
0,252,2956.46285
0,252,2956.96594
0,252,2957.482035
0,252,2958.161442
0,252,2958.668845
0,252,2959.170284
0,252,2959.688999
0,252,2960.35477
0,252,2960.876966
0,252,2961.383721
0,252,2961.897475
0,252,2962.610575
0,252,2963.117455
0,252,2963.623548
0,252,2964.139299
0,252,2964.819121
0,252,2965.335076
0,252,2965.835844
0,252,2966.338721
0,252,2967.006205
0,252,2967.51099
0,252,2968.016185
0,252,2968.52076
0,252,2969.219898
0,252,2969.730632
0,252,2970.234343
0,252,2970.754398
0,252,2971.425868
0,252,2971.947606
0,252,2972.44988
0,252,2972.96896
0,252,2973.480289
0,252,2974.179659
0,252,2974.686264
0,252,2975.214068
0,252,2975.731238
0,252,2976.445826
0,252,2976.954663
0,252,2977.461262
0,252,2977.954257
0,252,2978.628962
0,252,2979.137153
0,252,2979.650661
0,252,2980.157092
0,252,2980.833803
0,252,2981.34563
0,252,2981.845449
0,252,2982.350623
0,252,2983.037761
0,252,2983.548707
0,252,2984.053257
0,252,2984.555878
0,252,2985.232737
0,252,2985.746609
0,252,2986.252953
0,252,2986.764708
0,223,2987.377785
0,252,2987.883525
0,252,2988.383894
0,252,2988.896307
0,252,2989.606433
0,252,2990.118887
0,252,2990.613981
0,252,2991.129715
0,252,2991.804536
0,252,2992.315539
0,252,2992.821858
0,252,2993.330602
0,252,2993.995453
0,252,2994.507845
0,252,2995.014357
0,252,2995.518356
0,252,2996.226463
0,252,2996.731423
0,252,2997.235187
0,252,2997.739617
0,252,2998.414393
0,252,2998.921679
0,252,2999.420499
0,252,2999.925106
0,252,3000.595075
0,252,3001.112767
0,252,3001.610505
0,252,3002.125514
0,252,3002.821084
0,252,3003.326821
0,252,3003.825787
0,252,3004.32315
0,252,3004.824689
0,252,3005.509111
0,252,3006.008613
0,252,3006.524012
0,252,3007.023878
0,252,3007.704703
0,252,3008.204644
0,252,3008.721649
0,252,3009.225975
0,252,3009.925218
0,252,3010.425736
0,252,3010.943541
0,252,3011.449269
0,252,3012.114759
0,252,3012.615492
0,252,3013.112936
0,252,3013.622713
0,252,3014.297364
0,252,3014.807549
0,252,3015.317543
0,252,3015.825056
0,252,3016.53768
0,252,3017.039311
0,252,3017.551713
0,252,3018.045149
0,252,3018.721942
0,252,3019.215302
0,252,3019.729942
0,252,3020.225401
0,252,3020.891675
0,252,3021.397411
0,252,3021.90529
0,252,3022.401505
0,252,3023.099522
0,252,3023.606666
0,252,3024.110387
0,252,3024.612987
0,252,3025.311109
0,252,3025.815978
0,252,3026.320312
0,252,3026.814216
0,252,3027.488456
0,252,3027.991326
0,252,3028.491336
0,252,3028.981832
0,252,3029.691284
0,252,3030.190379
0,252,3030.683076
0,252,3031.192528
0,252,3031.867018
0,252,3032.361762
0,252,3032.868361
0,252,3033.370494
0,252,3034.029471
0,252,3034.52464
0,252,3035.034357
0,252,3035.524977
0,252,3036.21808
0,252,3036.704422
0,252,3037.195979
0,252,3037.674468
0,252,3038.178871
0,252,3038.837245
0,252,3039.314615
0,252,3039.797985
0,252,3040.308437
0,252,3040.962518
0,252,3041.474912
0,252,3041.971552
0,252,3042.468795
0,252,3043.159972
0,252,3043.654473
0,252,3044.143649
0,252,3044.65319
0,252,3045.311177
0,252,3045.809805
0,252,3046.306616
0,252,3046.806419
0,252,3047.47231
0,252,3047.973129
0,252,3048.470929
0,252,3048.977431
0,252,3049.667524
0,252,3050.168784
0,252,3050.668517
0,252,3051.175908
0,252,3051.83638
0,252,3052.346003
0,252,3052.839935
0,252,3053.353612
0,252,3054.022588
0,252,3054.51753
0,252,3055.007587
0,252,3055.502785
0,252,3056.202163
0,252,3056.704809
0,252,3057.200847
0,252,3057.695833
0,252,3058.349011
0,252,3058.832495
0,252,3059.323262
0,252,3059.820917
0,252,3060.492982
0,252,3060.994673
0,252,3061.502565
0,252,3061.997027
0,252,3062.689034
0,252,3063.188907
0,252,3063.690796
0,252,3064.18863
0,252,3064.840305
0,252,3065.326396
0,252,3065.812572
0,252,3066.307373
0,252,3066.984436
0,252,3067.472616
0,252,3067.982955
0,252,3068.484997
0,252,3069.187801
0,252,3069.688206
0,252,3070.174026
0,252,3070.664853
0,252,3071.329624
0,252,3071.833103
0,252,3072.33009
0,252,3072.822924
0,252,3073.323672
0,252,3073.973275
0,252,3074.4607
0,252,3074.951206
0,252,3075.449003
0,252,3076.123148
0,252,3076.625358
0,252,3077.114772
0,252,3077.60932
0,221,3078.206423
0,252,3078.700766
0,252,3079.197992
0,252,3079.696636
0,252,3080.378002
0,252,3080.870281
0,252,3081.366556
0,252,3081.866688
0,252,3082.569004
0,252,3083.066636
0,252,3083.562449
0,252,3084.067159
0,252,3084.728665
0,252,3085.222857
0,252,3085.730026
0,252,3086.238468
0,252,3086.904934
0,252,3087.399044
0,252,3087.889502
0,252,3088.382219
0,252,3089.060088
0,252,3089.560841
0,252,3090.05773
0,252,3090.559966
0,252,3091.23237
0,252,3091.738141
0,252,3092.236235
0,252,3092.739142
0,252,3093.393063
0,252,3093.896647
0,252,3094.393443
0,252,3094.887191
0,252,3095.58149
0,252,3096.078662
0,252,3096.580345
0,252,3097.095235
0,252,3097.748948
0,252,3098.25308
0,252,3098.750936
0,252,3099.257136
0,252,3099.923825
0,252,3100.432152
0,252,3100.932424
0,252,3101.434
0,252,3102.117363
0,252,3102.613719
0,252,3103.106745
0,252,3103.597159
0,252,3104.09916
0,252,3104.774601
0,252,3105.270958
0,252,3105.7721
0,252,3106.264046
0,252,3106.932739
0,252,3107.425234
0,252,3107.935606
0,252,3108.441412
0,252,3109.140618
0,252,3109.643656
0,252,3110.144757
0,252,3110.650568
0,252,3111.325961
0,252,3111.827848
0,252,3112.334219
0,252,3112.834656
0,252,3113.514509
0,252,3114.018918
0,252,3114.528867
0,252,3115.037706
0,252,3115.742086
0,191,3116.117302
0,252,3116.622178
0,252,3117.119271
0,252,3117.805988
0,252,3118.308951
0,252,3118.810931
0,252,3119.305165
0,252,3119.968274
0,252,3120.458048
0,252,3120.966016
0,252,3121.465022
0,252,3122.176694
0,252,3122.678536
0,252,3123.180077
0,252,3123.670981
0,252,3124.335959
0,252,3124.832492
0,252,3125.317776
0,252,3125.812278
0,252,3126.47055
0,252,3126.970881
0,252,3127.470982
0,252,3127.978085
0,252,3128.667881
0,252,3129.170955
0,252,3129.682863
0,252,3130.178637
0,252,3130.686245
0,252,3131.341557
0,252,3131.845593
0,252,3132.355306
0,252,3132.86316
0,252,3133.531002
0,252,3134.02413
0,252,3134.525482
0,252,3135.035878
0,252,3135.742973
0,252,3136.255141
0,252,3136.774001
0,252,3137.282572
0,252,3137.945855
0,252,3138.450824
0,252,3138.956517
0,252,3139.462956
0,252,3140.131612
0,252,3140.645706
0,252,3141.154748
0,252,3141.672913
0,252,3142.362545
0,252,3142.87368
0,27,3142.929479
0,252,3143.440164
0,252,3143.936807
0,252,3144.614308
0,252,3145.128985
0,252,3145.640209
0,252,3146.138832
0,252,3146.809751
0,252,3147.304354
0,252,3147.813763
0,252,3148.314121
0,252,3149.011482
0,252,3149.509546
0,252,3150.019846
0,252,3150.529126
0,252,3151.193887
0,252,3151.684544
0,252,3152.200849
0,252,3152.712079
0,252,3153.383105
0,252,3153.885996
0,252,3154.389229
0,252,3154.903025
0,252,3155.593266
0,252,3156.098979
0,252,3156.611757
0,252,3157.121017
0,252,3157.794803
0,252,3158.302993
0,252,3158.810078
0,252,3159.315162
0,252,3159.99308
0,252,3160.504123
0,252,3161.012938
0,252,3161.51167
0,252,3162.242876
0,252,3162.744691
0,252,3163.249924
0,252,3163.746323
0,252,3164.413184
0,252,3164.911013
0,252,3165.422735
0,252,3165.930451
0,252,3166.604532
0,252,3167.120473
0,252,3167.630365
0,42,3167.713238
0,252,3168.217121
0,252,3168.9341
0,252,3169.449244
0,252,3169.953476
0,252,3170.450803
0,252,3171.124888
0,252,3171.62199
0,252,3172.124646
0,252,3172.625819
0,252,3173.302382
0,252,3173.805232
0,252,3174.302195
0,252,3174.7988
0,252,3175.318533
0,252,3176.029608
0,252,3176.543879
0,252,3177.042592
