#{"t_start": 1588326508.1600094, "env_id": "MiniGrid-DistShift1-v0"}
r,l,t
0,252,835.605549
0,252,836.123694
0,252,836.804843
0,252,837.318053
0,252,837.837994
0,252,838.343333
0,252,839.037268
0,252,839.552899
0,252,840.048746
0,252,840.555576
0,252,841.214519
0,252,841.742969
0,252,842.254126
0,252,842.77082
0,252,843.277268
0,252,843.948241
0,252,844.45396
0,252,844.962233
0,252,845.467657
0,252,846.185822
0,252,846.693162
0,252,847.218736
0,252,847.73237
0,252,848.408923
0,252,848.926824
0,252,849.436045
0,252,849.947335
0,252,850.624804
0,252,851.128167
0,252,851.635547
0,252,852.142817
0,252,852.838985
0,252,853.339633
0,252,853.846414
0,252,854.353066
0,252,855.03157
0,158,855.350786
0,162,855.675846
0,17,855.711278
0,158,856.031018
0,252,856.535815
0,252,857.209175
0,252,857.720105
0,252,858.230297
0,252,858.737098
0,252,859.457478
0,252,859.961734
0,252,860.470251
0,252,860.980897
0,252,861.665667
0,252,862.163603
0,252,862.671347
0,252,863.179155
0,252,863.860234
0,252,864.372235
0,252,864.888509
0,252,865.39259
0,252,866.103143
0,252,866.618738
0,252,867.125331
0,252,867.639214
0,252,868.322354
0,90,868.504755
0,252,869.006391
0,252,869.512539
0,252,870.01695
0,252,870.695518
0,252,871.197122
0,252,871.708791
0,252,872.216898
0,252,872.915138
0,252,873.42744
0,69,873.577548
0,252,874.091799
0,252,874.59992
0,252,875.27391
0,252,875.784412
0,252,876.295024
0,252,876.796184
0,252,877.470737
0,252,877.974879
0,252,878.471932
0,252,878.975167
0,252,879.669729
0,252,880.175948
0,252,880.673445
0,252,881.172264
0,252,881.836126
0,252,882.349783
0,252,882.853554
0,252,883.364205
0,252,884.024107
0,252,884.525569
0,81,884.683586
0,252,885.180232
0,252,885.686733
0,252,886.398196
0,252,886.91184
0,252,887.418821
0,252,887.928005
0,252,888.592889
0,252,889.094588
0,252,889.591721
0,252,890.088814
0,252,890.756936
0,252,891.265405
0,252,891.765057
0,252,892.272616
0,252,892.973636
0,96,893.171555
0,252,893.675824
0,252,894.179394
0,252,894.68673
0,252,895.356503
0,252,895.855742
0,252,896.366763
0,252,896.860916
0,252,897.532818
0,252,898.030627
0,252,898.534277
0,252,899.044143
0,252,899.750178
0,237,900.21919
0,252,900.728592
0,252,901.226958
0,252,901.912175
0,252,902.413716
0,252,902.91939
0,252,903.425079
0,252,904.102637
0,252,904.606731
0,252,905.109243
0,252,905.60207
0,252,906.304727
0,252,906.800899
0,252,907.301099
0,252,907.805943
0,252,908.479377
0,252,908.98054
0,252,909.492104
0,252,909.999122
0,252,910.668562
0,252,911.172447
0,252,911.676376
0,252,912.176551
0,252,912.888308
0,252,913.402052
0,252,913.920206
0,252,914.422966
0,252,915.082167
0,252,915.577141
0,252,916.081195
0,252,916.584487
0,252,917.254217
0,252,917.754184
0,252,918.259838
0,252,918.763565
0,252,919.471344
0,252,919.975056
0,252,920.478015
0,252,920.97525
0,252,921.490297
0,252,922.156733
0,252,922.668653
0,252,923.172591
0,252,923.676996
0,252,924.344965
0,252,924.867397
0,252,925.372817
0,252,925.887295
0,252,926.599934
0,252,927.103926
0,252,927.610369
0,252,928.12346
0,252,928.799325
0,252,929.306957
0,252,929.814711
0,252,930.312508
0,252,930.986814
0,252,931.494318
0,252,931.996385
0,252,932.495982
0,49,932.591722
0,252,933.304276
0,252,933.816059
0,252,934.319119
0,252,934.835534
0,252,935.500068
0,252,936.011482
0,252,936.520446
0,252,937.025362
0,252,937.704801
0,252,938.197827
0,252,938.706247
0,252,939.21265
0,252,939.913509
0,252,940.41282
0,252,940.911349
0,252,941.403074
0,252,942.08367
0,252,942.585406
0,252,943.108819
0,252,943.614196
0,252,944.286764
0,252,944.787945
0,252,945.295054
0,252,945.800726
0,252,946.510116
0,252,947.013263
0,252,947.52483
0,252,948.037582
0,252,948.721233
0,252,949.236864
0,252,949.743816
0,252,950.25074
0,252,950.935755
0,252,951.45689
0,252,951.968179
0,252,952.479281
0,94,952.667729
0,252,953.380022
0,252,953.887025
0,252,954.404491
0,252,954.911389
0,252,955.581224
0,252,956.072854
0,252,956.569057
0,252,957.07008
0,252,957.746557
0,252,958.261974
0,252,958.775479
0,252,959.282917
0,252,959.985517
0,252,960.500766
0,252,961.003699
0,252,961.513324
0,252,962.191914
0,252,962.69482
0,252,963.201331
0,252,963.707707
0,252,964.382574
0,252,964.885885
0,252,965.39126
0,252,965.884315
0,252,966.599856
0,252,967.104595
0,252,967.615329
0,252,968.130424
0,252,968.797318
0,252,969.305552
0,252,969.82171
0,252,970.318699
0,252,970.988634
0,252,971.497666
0,252,972.014937
0,252,972.52137
0,252,973.217255
0,252,973.72296
0,252,974.233883
0,252,974.749999
0,252,975.434721
0,252,975.941926
0,252,976.449263
0,252,976.958477
0,252,977.472833
0,252,978.160598
0,252,978.681013
0,252,979.190609
0,252,979.697415
0,252,980.404865
0,252,980.909103
0,252,981.423943
0,252,981.927196
0,252,982.599689
0,252,983.11555
0,252,983.625165
0,252,984.133686
0,252,984.814436
0,252,985.320235
0,252,985.835747
0,252,986.344802
0,252,987.037891
0,252,987.551547
0,252,988.07306
0,252,988.585638
0,252,989.259753
0,252,989.770647
0,252,990.287965
0,252,990.785984
0,252,991.448553
0,252,991.949735
0,252,992.452987
0,252,992.974676
0,252,993.692282
0,252,994.204689
0,252,994.716556
0,252,995.22284
0,252,995.898922
0,252,996.405687
0,252,996.921204
0,252,997.422094
0,252,998.096615
0,252,998.60757
0,252,999.109728
0,252,999.618396
0,252,1000.33908
0,252,1000.845212
0,252,1001.356138
0,252,1001.856933
0,252,1002.531957
0,252,1003.036479
0,252,1003.540443
0,252,1004.052289
0,252,1004.731021
0,252,1005.240381
0,252,1005.746309
0,252,1006.248998
0,252,1006.965633
0,252,1007.462819
0,252,1007.976118
0,252,1008.481147
0,252,1009.15209
0,252,1009.658113
0,252,1010.173045
0,252,1010.68499
0,252,1011.351101
0,252,1011.865586
0,252,1012.375933
0,252,1012.867776
0,252,1013.36757
0,252,1014.066255
0,252,1014.580279
0,252,1015.079404
0,252,1015.594169
0,252,1016.275179
0,252,1016.792107
0,252,1017.285386
0,252,1017.794818
0,252,1018.455308
0,252,1018.954788
0,252,1019.446944
0,252,1019.965255
0,252,1020.674686
0,252,1021.183343
0,252,1021.680643
0,252,1022.179219
0,252,1022.850593
0,252,1023.374066
0,252,1023.878917
0,252,1024.381278
0,252,1025.060524
0,252,1025.563493
0,252,1026.06347
0,252,1026.573122
0,252,1027.271652
0,252,1027.776543
0,252,1028.269914
0,252,1028.781872
0,252,1029.451513
0,252,1029.962687
0,252,1030.464399
0,252,1030.973089
0,252,1031.639324
0,252,1032.150254
0,252,1032.666052
0,252,1033.169286
0,252,1033.879633
0,252,1034.406293
0,252,1034.913457
0,252,1035.419751
0,252,1036.090646
0,252,1036.609447
0,252,1037.10562
0,252,1037.605867
0,252,1038.272051
0,252,1038.781335
0,252,1039.273108
0,252,1039.771086
0,252,1040.455071
0,252,1040.964321
0,252,1041.460409
0,252,1041.967287
0,252,1042.637286
0,252,1043.146996
0,252,1043.651384
0,252,1044.153723
0,252,1044.852207
0,252,1045.367903
0,252,1045.873435
0,252,1046.37603
0,252,1046.877731
0,252,1047.598887
0,252,1048.119362
0,252,1048.632697
0,252,1049.13902
0,252,1049.819561
0,252,1050.330133
0,252,1050.831695
0,252,1051.348825
0,252,1052.023463
0,252,1052.531537
0,252,1053.038599
0,252,1053.554135
0,252,1054.257
0,252,1054.76259
0,252,1055.278099
0,252,1055.787743
0,252,1056.466539
0,252,1056.974274
0,252,1057.48795
0,252,1057.998155
0,252,1058.679191
0,252,1059.177993
0,252,1059.677685
0,252,1060.187227
0,252,1060.901092
0,252,1061.4029
0,252,1061.898374
0,252,1062.414192
0,252,1063.093504
0,252,1063.611135
0,252,1064.118872
0,252,1064.634837
0,252,1065.315076
0,252,1065.815212
0,252,1066.321927
0,252,1066.832819
0,252,1067.525723
0,252,1068.027477
0,252,1068.527215
0,252,1069.045681
0,252,1069.72356
0,252,1070.218329
0,252,1070.717881
0,252,1071.231003
0,252,1071.892819
0,252,1072.407113
0,252,1072.906735
0,252,1073.412665
0,252,1074.135283
0,252,1074.649005
0,252,1075.161634
0,252,1075.664381
0,252,1076.334008
0,252,1076.840126
0,252,1077.34684
0,252,1077.852219
0,252,1078.524613
0,252,1079.042736
0,252,1079.541254
0,252,1080.040501
0,252,1080.723956
0,252,1081.233414
0,252,1081.753146
0,252,1082.259614
0,252,1082.76458
0,252,1083.43662
0.185714,228,1083.901636
0,252,1084.401706
0,252,1084.895388
0,252,1085.562333
0,252,1086.075025
0,252,1086.58966
0,252,1087.097182
0,252,1087.83125
0,252,1088.345569
0,252,1088.862891
0,252,1089.366765
0,252,1090.048189
0.65,98,1090.237474
0,252,1090.736566
0,252,1091.234088
0,252,1091.896661
0,252,1092.407808
0,252,1092.902954
0,252,1093.408495
0,252,1093.901592
0,252,1094.596743
0,252,1095.092146
0,252,1095.596531
0,252,1096.086554
0.485714,144,1096.551875
0,252,1097.058425
0.285714,200,1097.460816
0,252,1097.961082
0,252,1098.768535
0,252,1099.264176
0,252,1099.768515
0,252,1100.260063
0,80,1161.836683
0,131,1162.096421
0,29,1162.154351
0,126,1162.408882
0,6,1162.420685
0,18,1162.458449
0,78,1162.626061
0,90,1162.804919
0,53,1162.908595
0,20,1162.946232
0,3,1162.952188
0,35,1163.021715
0,158,1163.339987
0,252,1164.267925
0,252,1164.782067
0,45,1164.872547
0,119,1165.123732
0,9,1165.141317
0,252,1165.650241
0,2,1165.654654
0,252,1166.18687
0,23,1166.231434
0,14,1166.25968
0,87,1166.607949
0,91,1166.79299
0,252,1167.314974
0,111,1167.538758
0,22,1167.582428
0,252,1168.091082
0,252,1168.929349
0,252,1169.456859
0,252,1169.977591
0,252,1170.500917
0,252,1171.215139
0,2,1171.219723
0,252,1171.747676
0,252,1172.267489
0,252,1172.785088
0,252,1173.470267
0,252,1173.992484
0,252,1174.50765
0,252,1175.017219
0,252,1175.536
0,252,1176.241119
0,99,1176.442863
0,252,1176.948051
0,252,1177.467656
0,252,1178.143307
0,252,1178.656643
0,252,1179.173308
0,252,1179.688486
0,252,1180.376549
0,252,1180.89331
0,252,1181.401084
0,252,1181.921521
0,252,1182.632143
0,252,1183.147494
0,252,1183.663952
0,60,1183.783098
0,252,1184.298568
0,252,1184.973546
0,252,1185.49142
0,252,1186.013914
0,252,1186.534909
0,86,1186.713019
0,252,1187.385499
0,252,1187.901334
0,252,1188.421127
0,252,1188.931551
0,252,1189.648187
0,252,1190.154636
0,252,1190.677254
0,252,1191.188323
0.478571,146,1191.647873
0,252,1192.315234
0,252,1192.830599
0,252,1193.330354
0,252,1194.020513
0,252,1194.557894
0,252,1195.081006
0.289286,199,1195.485904
0,252,1196.003741
0,110,1212.685981
0,252,1213.204009
0,252,1213.715613
0,59,1213.83473
0,9,1213.851841
0,93,1214.040581
0,6,1214.053312
0,82,1214.221742
0,252,1215.151491
0,252,1215.656334
0,48,1215.750449
0,252,1216.270227
0,23,1216.316153
0,3,1216.322266
0,54,1216.429991
0,252,1216.942036
0,25,1216.989771
0,252,1217.658406
0,10,1217.679237
0,252,1218.185744
0,252,1218.70945
0,166,1219.043885
0,252,1219.905811
0,252,1220.408848
0,252,1220.933411
0,252,1221.446674
0.453571,153,1221.937195
0,252,1222.439047
0,252,1222.960567
0,77,1223.111685
0,252,1223.617233
0,252,1224.305676
0,139,1224.589648
0,252,1225.110336
0,252,1225.61983
0,252,1226.142912
0,252,1226.8471
0,252,1227.35835
0,252,1227.869468
0,45,1227.95586
0,252,1228.46518
0,252,1229.13827
0,90,1229.323641
0,252,1229.841762
0,252,1230.357573
0,252,1231.03222
0,122,1231.268935
0,252,1231.786493
0,149,1232.088193
0,252,1232.592038
0,252,1233.303901
0,252,1233.809824
0,252,1234.321156
0,252,1234.83571
0,215,1235.442302
0,252,1235.960715
0,252,1236.462415
0.296429,197,1236.856748
0,252,1237.369781
0,252,1238.04148
0,221,1238.489108
0,252,1238.994704
0,51,1239.097313
0,252,1239.612583
0,252,1240.313353
0,252,1240.83457
0,252,1241.357525
0,252,1241.874462
0,252,1242.55493
0,252,1243.068855
0,191,1243.456061
0,252,1243.970881
0,252,1244.657362
0,252,1245.17402
0,252,1245.68694
0,252,1246.19232
0,252,1246.894945
0,252,1247.402824
0,252,1247.912546
0,252,1248.428226
0,252,1249.102735
0,252,1249.623009
0,252,1250.142211
0,252,1250.661701
0,252,1251.326142
0,252,1251.844793
0,252,1252.358849
0,252,1252.869545
0,252,1253.566904
0,252,1254.073937
0,252,1254.585841
0,252,1255.103473
0,252,1255.790268
0,252,1256.307556
0,252,1256.822393
0,252,1257.335254
0,252,1258.006995
0,252,1258.525487
0,252,1259.032806
0,252,1259.536504
0,252,1260.055132
0,252,1260.772799
0,252,1261.273926
0,252,1261.786723
0,252,1262.294782
0,146,1262.751703
0,252,1263.259346
0,252,1263.763467
0,252,1264.264391
0,252,1264.949278
0,173,1265.298583
0,252,1265.821426
0,252,1266.325507
0,252,1267.040485
0,252,1267.547811
0,252,1268.067772
0,252,1268.577112
0,252,1269.08492
0,252,1269.755618
0,252,1270.266902
0,252,1270.771138
0,252,1271.285003
0,252,1271.966849
0,252,1272.470948
0,252,1272.97222
0,252,1273.475543
0,252,1274.178144
0,252,1274.68713
0,252,1275.193838
0,172,1275.54287
0,252,1276.224572
0,252,1276.72445
0,252,1277.243701
0,252,1277.755169
0,252,1278.425815
0,252,1278.931354
0,252,1279.446807
0,252,1279.958387
0,252,1280.664925
0,252,1281.17598
0,252,1281.696966
0,252,1282.20862
0,252,1282.880041
0,252,1283.382883
0,252,1283.890833
0,222,1284.326342
0,252,1284.998404
0,252,1285.506943
0,252,1286.012294
0,252,1286.519022
0,252,1287.225972
0,252,1287.738975
0,252,1288.255707
0,69,1288.396656
0,252,1288.907965
0,252,1289.59321
0,252,1290.113493
0,252,1290.630403
0,252,1291.147083
0,252,1291.816355
0,252,1292.338793
0,252,1292.850697
0,252,1293.35664
0,252,1294.049634
0,252,1294.565613
0,252,1295.064908
0,252,1295.588204
0,252,1296.282238
0,252,1296.800749
0,252,1297.307268
0,252,1297.821339
0,243,1298.319967
0,252,1298.999891
0,252,1299.511902
0,252,1300.01322
0,252,1300.526834
0,7,1300.540771
0,252,1301.262432
0,252,1301.783421
0,252,1302.301779
0,252,1302.809725
0,252,1303.486073
0,252,1303.986568
0,252,1304.493435
0,252,1305.013174
0,252,1305.699066
0,252,1306.217202
0,252,1306.732684
0,252,1307.240191
0,142,1307.717093
0,252,1308.227013
0,252,1308.738764
0,252,1309.242124
0,252,1309.925064
0,252,1310.434496
0,252,1310.952273
0,252,1311.465842
0,252,1312.143583
0,252,1312.645065
0,252,1313.158592
0,252,1313.669545
0,252,1314.369996
0,252,1314.876145
0,252,1315.40022
0,252,1315.913756
0,252,1316.585553
0,252,1317.08972
0,252,1317.606024
0,252,1318.114432
0,252,1318.619204
0,252,1319.288508
0,252,1319.801008
0,252,1320.309805
0,252,1320.813933
0,252,1321.505463
0,252,1322.005947
0,252,1322.521681
0,252,1323.02459
0,252,1323.691158
0,252,1324.206289
0,252,1324.708087
0,252,1325.212529
0,252,1325.887458
0,252,1326.388467
0,252,1326.891532
0,252,1327.387651
0,252,1328.097327
0,252,1328.610265
0,252,1329.123638
0,252,1329.632174
0,252,1330.300452
0,252,1330.819297
0,252,1331.337561
0,252,1331.846332
0,252,1332.505475
0,252,1333.020363
0,252,1333.519569
0,252,1334.029376
0,252,1334.725035
0,84,1334.890435
0,252,1335.407523
0,252,1335.919826
0,252,1336.442918
0,252,1337.111007
0,252,1337.609337
0,252,1338.112363
0,252,1338.630853
0,252,1339.290922
0,252,1339.796822
0,252,1340.310677
0,252,1340.828707
0,252,1341.533209
0,252,1342.050571
0,252,1342.552749
0,252,1343.068375
0,252,1343.73364
0,252,1344.237342
0,252,1344.746546
0,252,1345.258006
0,252,1345.933251
0,252,1346.449129
0,252,1346.945312
0,252,1347.44752
0,252,1348.142037
0,252,1348.648303
0,252,1349.14141
0,252,1349.640705
0,252,1350.311697
0,252,1350.815149
0,252,1351.317304
0,252,1351.791569
0,252,1352.438454
0,252,1352.936645
0,252,1353.433582
0,252,1353.921438
0,252,1354.619621
0,252,1355.113539
0,252,1355.627548
0,252,1356.122871
0,252,1356.791405
0,252,1357.294236
0,252,1357.784739
0,252,1358.263831
0,252,1358.903323
0,252,1359.396188
0,252,1359.892245
0,252,1360.395641
0,252,1361.064218
0,252,1361.55743
0,252,1362.033949
0,252,1362.497395
0,252,1363.12206
0,252,1363.596551
0,252,1364.084502
0,252,1364.553554
0,252,1365.019124
0,252,1365.657254
0,252,1366.122848
0,252,1366.608418
0,252,1367.101437
0,252,1367.780539
0,252,1368.284587
0,228,1368.725215
0,252,1369.200819
0,252,1369.842881
0,252,1370.338042
0,252,1370.829262
0,252,1371.322937
0,252,1371.983904
0,252,1372.464256
0,252,1372.967033
0,252,1373.471907
0,252,1374.120415
0,252,1374.62908
0,252,1375.12829
0,252,1375.636705
0,252,1376.260828
0,252,1376.766398
0,252,1377.256064
0,252,1377.737586
0,252,1378.39967
0,252,1378.866435
0,252,1379.324799
0,252,1379.82447
0,252,1380.49926
0,252,1380.996484
0,252,1381.469404
0,252,1381.976264
0,252,1382.607736
0,252,1383.098744
0,252,1383.581397
0,244,1384.07597
0,252,1384.728266
0,252,1385.210108
0,252,1385.680211
0,252,1386.188384
0,252,1386.838585
0,252,1387.317205
0,252,1387.803504
0,252,1388.292522
0,252,1388.944144
0,252,1389.450536
0,252,1389.937144
0,252,1390.414652
0,252,1391.079639
0,252,1391.583972
0,252,1392.086252
0,252,1392.596157
0,252,1393.093815
0,252,1393.800811
0,252,1394.278634
0,252,1394.776606
0,252,1395.270204
0,252,1395.933557
0,252,1396.419699
0,210,1396.847299
0,252,1397.341979
0,252,1398.00784
0,252,1398.513922
0,252,1399.018027
0,252,1399.533759
0,252,1400.236166
0,252,1400.731299
0,252,1401.247852
0,252,1401.753808
0,252,1402.424958
0,252,1402.932297
0,252,1403.430745
0,252,1403.936195
0,252,1404.605095
0,252,1405.114297
0,252,1405.627791
0,252,1406.137835
0,252,1406.849295
0,252,1407.363728
0,252,1407.871657
0,252,1408.370872
0,252,1409.037033
0,252,1409.543167
0,252,1410.044422
0,252,1410.548291
0,252,1411.223908
0,252,1411.729234
0,252,1412.243394
0,252,1412.752444
0,180,1413.108146
0,252,1413.792655
0,252,1414.301859
0,252,1414.800678
0,252,1415.312712
0,252,1415.979329
0,252,1416.488609
0,252,1416.99122
0,252,1417.507389
0,252,1418.177938
0,252,1418.688541
0,252,1419.191792
0,252,1419.712069
0,87,1420.090104
0,252,1420.594964
0,129,1420.857314
0,252,1421.378204
0,252,1421.894711
0,252,1422.576157
0,252,1423.087406
0,252,1423.58958
0,252,1424.106704
0,214,1424.706003
0,252,1425.222798
0,252,1425.733611
0,252,1426.243782
0,252,1426.950563
0,252,1427.455493
0,252,1427.967519
0,252,1428.47709
0,252,1429.160725
0,252,1429.668942
0,252,1430.173434
0,252,1430.680219
0,252,1431.356607
0,252,1431.880745
0,252,1432.395294
0,252,1432.898174
0,252,1433.596529
0,252,1434.095652
0,252,1434.604952
0,252,1435.114024
0,252,1435.779827
0,252,1436.296086
0,252,1436.810455
0,252,1437.320587
0,252,1437.827643
0,252,1438.493954
0,252,1439.002604
0.242857,212,1439.436348
0,252,1439.946024
0,252,1440.642243
0,252,1441.160185
0,252,1441.667604
0,252,1442.174275
0,252,1442.862745
0,252,1443.367671
0,252,1443.88981
0,252,1444.398966
0,252,1445.075826
0.175,231,1445.540349
0,252,1446.065767
0,252,1446.57874
0,252,1447.303268
0,252,1447.822988
0,252,1448.328247
0,252,1448.851667
0,252,1449.537734
0,252,1450.049722
0,252,1450.569762
0,252,1451.076436
0,252,1451.762974
0,252,1452.287168
0,252,1452.796344
0,252,1453.302606
0,252,1454.009844
0,252,1454.518643
0,252,1455.031766
0,252,1455.547553
0,252,1456.218839
0,150,1456.523633
0,252,1457.059367
0,252,1457.577224
0,252,1458.091206
0,252,1458.77679
0,252,1459.303377
0,252,1459.829587
0,252,1460.361833
0.367857,177,1460.921353
0,252,1461.43821
0,252,1461.954327
0,252,1462.473264
0,252,1463.171699
0,252,1463.691008
0,252,1464.213832
0,252,1464.736225
0,252,1465.419993
0,252,1465.936318
0,252,1466.45904
0,252,1466.977664
0,252,1467.674323
0,252,1468.192281
0,252,1468.715342
0,252,1469.246421
0,252,1469.944184
0,252,1470.461873
0,252,1470.985363
0,252,1471.509843
0,252,1472.197362
0,252,1472.725312
0,252,1473.237844
0,252,1473.768941
0,252,1474.516595
0,66,1474.647708
0,252,1475.155493
0,252,1475.672192
0,252,1476.20492
0,252,1476.889344
0,252,1477.419544
0,252,1477.937493
0,252,1478.452304
0,252,1479.132148
0,252,1479.658701
0,252,1480.17143
0,252,1480.701275
0,252,1481.421033
0,252,1481.943504
0,252,1482.463839
0,252,1482.983746
0,252,1483.67827
0,252,1484.216633
0,252,1484.734351
0,252,1485.259668
0,252,1485.790025
0,252,1486.474946
0,252,1486.996461
0,252,1487.528782
0,252,1488.034909
0,252,1488.766302
0,252,1489.286104
0,252,1489.814404
0,252,1490.338172
0,252,1491.038915
0,252,1491.553792
0,252,1492.07956
0,252,1492.602076
0,252,1493.290531
0,252,1493.811543
0,252,1494.320602
0,252,1494.837441
0,252,1495.557884
0,252,1496.072377
0,252,1496.62167
0,252,1497.145089
0.5,140,1497.602101
0,252,1498.125424
0,252,1498.663668
0,252,1499.189022
0,252,1499.887563
0,252,1500.406057
0,252,1500.923673
0,252,1501.441083
0,252,1502.182453
0,252,1502.690233
0,252,1503.215589
0,252,1503.736419
0,252,1504.423866
0,252,1504.937582
0,252,1505.459379
0,252,1505.977209
0,252,1506.497316
0,252,1507.180718
0,252,1507.690667
0,252,1508.214876
0,252,1508.736488
0,252,1509.457494
0,252,1509.987635
0,252,1510.511261
0,252,1511.038852
0,252,1511.726097
0,252,1512.253279
0,252,1512.785914
0,252,1513.318906
0,252,1513.990128
0,252,1514.505452
0,252,1515.017524
0,252,1515.544362
0,252,1516.267272
0,252,1516.801708
0,252,1517.317097
0,252,1517.832044
0,252,1518.527203
0,252,1519.056484
0,252,1519.57707
0,252,1520.108011
0,252,1520.788138
0,252,1521.313971
0,252,1521.824706
0,252,1522.353875
0,252,1523.064428
0,252,1523.572885
0,252,1524.087276
0,252,1524.607198
0,252,1525.280997
0,252,1525.81016
0,252,1526.313326
0.453571,153,1526.630277
0,252,1527.152514
0,252,1527.8309
0,252,1528.349485
0,252,1528.853819
0,252,1529.365224
0,252,1530.094286
0,252,1530.615515
0,252,1531.145954
0,252,1531.668171
0,252,1532.338933
0,252,1532.850181
0,252,1533.375882
0,252,1533.877494
0,252,1534.557616
0,252,1535.060824
0,252,1535.581144
0,252,1536.083177
0,252,1536.805151
0,252,1537.317371
0,252,1537.83778
0,252,1538.358529
0,252,1539.025386
0,252,1539.548095
0,252,1540.050801
0,252,1540.558714
0,252,1541.226938
0,252,1541.747479
0,252,1542.273296
0,252,1542.77848
0,252,1543.478302
0,252,1543.981911
0,252,1544.501762
0,252,1544.995436
0,252,1545.668515
0,252,1546.18606
0,252,1546.692787
0,252,1547.204815
0.335714,186,1547.75043
0,252,1548.278708
0,252,1548.788424
0,252,1549.314144
0,252,1550.013288
0,252,1550.516971
0,252,1551.036344
0,252,1551.552343
0,252,1552.22966
0,252,1552.735376
0,252,1553.26541
0,252,1553.777368
0,252,1554.279042
0,252,1554.965161
0,252,1555.465416
0,252,1555.966048
0,252,1556.475981
0,252,1557.168601
0,252,1557.676035
0,252,1558.190998
0,252,1558.709682
0,252,1559.36616
0,252,1559.875602
0,252,1560.373612
0,252,1560.874843
0,252,1561.545551
0,252,1562.044026
0,252,1562.559474
0,252,1563.06194
0,252,1563.73579
0,252,1564.229894
0,252,1564.733189
0,252,1565.244967
0,252,1565.908744
0,252,1566.431793
0,252,1566.934066
0,252,1567.441237
0,252,1568.108454
0,252,1568.617011
0,252,1569.109297
0,252,1569.613153
0,252,1570.323614
0,252,1570.831484
0,252,1571.339787
0,252,1571.84972
0,252,1572.515623
0,252,1573.018774
0,252,1573.518904
0,252,1574.032525
0,252,1574.691699
0,252,1575.196721
0,252,1575.693295
0,252,1576.194702
0,252,1576.883628
0,252,1577.393254
0,252,1577.881582
0,252,1578.38348
0,252,1579.056439
0,252,1579.561499
0,252,1580.063699
0,252,1580.585653
0,252,1581.260061
0,252,1581.76012
0,252,1582.262126
0,252,1582.758079
0,252,1583.46296
0,252,1583.962769
0,252,1584.458238
0,252,1584.961409
0,252,1585.625841
0,252,1586.133399
0,252,1586.641099
0,252,1587.134212
0,252,1587.800032
0,252,1588.292304
0,252,1588.796862
0,252,1589.304691
0,252,1589.796892
0,252,1590.479523
0,252,1590.984772
0,252,1591.491333
0,252,1591.981438
0,252,1592.665758
0,252,1593.166883
0,252,1593.676272
0,252,1594.191861
0,252,1594.860239
0,252,1595.367959
0,252,1595.8598
0,252,1596.352118
0,252,1597.05447
0,252,1597.547272
0,252,1598.049613
0,252,1598.541549
0,252,1599.222727
0,252,1599.725989
0,252,1600.227198
0,252,1600.725466
0,252,1601.398608
0,252,1601.897992
0,252,1602.399003
0,252,1602.907044
0,252,1603.588386
0,252,1604.08868
0,252,1604.57921
0,252,1605.076486
0,252,1605.727455
0,252,1606.22861
0,252,1606.724329
0,252,1607.221137
0,252,1607.892425
0,252,1608.406763
0,252,1608.912893
0,252,1609.417929
0,252,1610.112943
0,252,1610.616768
0,252,1611.113389
0,252,1611.609877
0,252,1612.281055
0,252,1612.784218
0,252,1613.277352
0,252,1613.789546
0,252,1614.450786
0,252,1614.956899
0,252,1615.461224
0,252,1615.979005
0,252,1616.667576
0,252,1617.169524
0,252,1617.664015
0,252,1618.164658
0,252,1618.828329
0,252,1619.330573
0,252,1619.828507
0,252,1620.327189
0,252,1620.98042
0,252,1621.486167
0,252,1621.986369
0,252,1622.493954
0,252,1622.994617
0,252,1623.684605
0,252,1624.183788
0,252,1624.682725
0,252,1625.178381
0,252,1625.852478
0,252,1626.345746
0,252,1626.853761
0,252,1627.3588
0,252,1628.032011
0,252,1628.52885
0,252,1629.022699
0,252,1629.526502
0,252,1630.233324
0,252,1630.725043
0,252,1631.22632
0,252,1631.72653
0,252,1632.412239
0,252,1632.913826
0,252,1633.416233
0,252,1633.922102
0,252,1634.577063
0,252,1635.069908
0,252,1635.583741
0,252,1636.091095
0,252,1636.797395
0,252,1637.302042
0,252,1637.798015
0,252,1638.292964
0,252,1638.956906
0,252,1639.451936
0,252,1639.956978
0,252,1640.446603
0,252,1641.107601
0,252,1641.604343
0,252,1642.103077
0,252,1642.616063
0,252,1643.316088
0,252,1643.813002
0,252,1644.314959
0,252,1644.811163
0,252,1645.482336
0,252,1645.975889
0,252,1646.467561
0,252,1646.955042
0,252,1647.632206
0,252,1648.121184
0,252,1648.616306
0,252,1649.111332
0,252,1649.809676
0,252,1650.297
0,252,1650.792485
0,252,1651.288768
0,252,1651.964179
0,252,1652.45889
0,252,1652.960045
0,252,1653.448177
0,252,1654.10506
0,252,1654.600755
0,252,1655.0987
0,252,1655.589375
0,252,1656.282329
0,252,1656.773562
0,252,1657.282535
0,252,1657.783425
0,252,1658.269237
0,252,1658.948261
0,252,1659.446493
0,252,1659.941049
0,252,1660.443003
0,252,1661.101871
0,252,1661.607056
0,252,1662.112134
0,252,1662.611178
0,252,1663.283033
0,252,1663.780511
0,252,1664.281826
0,252,1664.777214
0,252,1665.450914
0,252,1665.96775
0,252,1666.448042
0,252,1666.952244
0,252,1667.604565
0,252,1668.089644
